ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
suprima	supprimer	sopprimere	suprimir	suprimir	supprimēre
supurație	suppuration	suppurazione	supuración	supuração	suppūrātiōnem
susceptibil	susceptible	suscettibile	susceptible	suscetível	susceptibilem
suspenda	suspendre	sospendere	suspender	suspender	suspendēre
suspensie	suspension	sospensione	suspensión	suspensão	suspensiōnem
tabernacol	tabernacle	tabarnacolo	tabernáculo	tabernáculo	tabernāculum
tacit	tacite	tacito	tácito	tácito	tacitum
taciturn	taciturne	taciturno	taciturno	taciturno	taciturnum
tăciune	tison	tizzone	tizon	tição	tītiōnem
tact	tact	tatto	tacto	tato	tāctum
tăia	entrecouper	tagliare	tajar	talhar	taliāre
talent	talent	talento	talento	talento	talentum
tâmplă	temple	tempio	templo	templo	templum
tangent	tangent	tangente	tangente	tangente	tangentem
tangibil	tangible	tangibile	tangible	tangível	tangibilem
țară	terre	terra	tierra	terra	terram
tată	taie	tata	tata	tatá	tatam
tăun	taon	tafano	tábano	tavão	tabānum
taur	tor	toro	toro	touro	taurum
țeastă	tête	testa	testa	testa	testam
teatral	théâtral	teatrale	teatral	teatral	theātrālem
teatru	théâtre	teatro	teatro	teatro	theātrum
tegument	tégument	tegmento	tegumento	tegumento	tegumentum
temă	thème	tema	tema	tema	thema
temperament	tempérament	temperamento	temperamento	temperamento	temperāmentum
temperanță	tempérance	temperanza	templanza	temperança	temperantiam
temperatură	température	temperatura	temperatura	temperatura	temperātūram
tempestă	tempête	tempesta	tempestad	tempestade	tempestātem
templu	temple	tempio	templo	templo	templum
temporalitate	temporalité	temporalità	temporalidad	temporalidade	temporālitātem
tenace	tenace	tenace	tenaz	tenaz	tenācem
tenacitate	tenacité	tenacità	tenacidad	tenacidade	tenācitātem
tenie	ténia	tenia	tenia	tênia	taeniam
teoremă	théorème	teorema	teorema	teorema	theōrēma
terebint	térébinthe	terebinto	terebinto	terebinto	terebinthum
terestru	terrestre	terrestre	terrestre	terrestre	terrestrem
teribil	terrible	terribile	terrible	terrível	terribilem
tericol	terricole	terricolo	terrícolo	terrícolo	terricolum
teritorial	territorial	territoriale	territorial	territorial	territōriālem
teritoriu	territoire	territorio	territorio	território	territōrium
termina	terminer	terminare	terminar	terminar	termināre
terminal	terminal	terminale	terminal	terminal	terminālem
terminație	terminaison	terminazione	terminación	terminação	terminātiōnem
ternar	ternaire	ternario	ternario	ternário	ternārium
teroare	terreur	terrore	terror	terror	terrōrem
terțiar	tertiaire	terziario	terciario	terciário	tertiārium
țese	tisser	tessere	tejer	tecer	texēre
testator	testateur	testatore	testador	testador	testātōrem
testicul	testicule	testicolo	testículo	testículo	testiculum
tetrarh	tétrarque	tetrarca	tetrarca	tetrarca	tetrarchēs
tetrarhie	tétrarchie	tetrarchia	tetrarquía	tetrarquia	tetrarchiam
tiară	tiare	tiara	tiara	tiara	tiāram
tibie	tibia	tibia	tibia	tíbia	tībiam
tigru	tigre	tigre	tigre	tigre	tīgrem
timp	temps	tempo	tiempo	tempo	tempus
timpan	tympan	timpano	tímpano	tímpano	tympanum
tinctură	teinture	tintura	tintura	tintura	tinctūram
tindă	tente	tenda	tienda	tenda	tendam
ținea	tenir	tenere	tener	têr	tenerē
tip	type	tipo	tipo	tipo	typum
tipic	typique	tipico	típico	típico	typicum
tiran	tyran	tiranno	tirano	tirano	tyrannum
tirană	tyrane	tiranna	tirana	tirana	tyrannam
tiranic	tyrannique	tirannico	tiránico	tirânico	tyrannicum
titlu	titre	titolo	título	título	titulum
toamnă	automne	autunno	otoño	outono	autumnum
tot	tout	tutto	todo	todo	tōtum
tolera	tolérer	tollerare	tolerar	tolerar	tolerāre
tolerabil	tolérable	tollerabile	tolerable	tolerável	tolerābilem
toleranță	tolérance	tolleranza	tolerancia	tolerância	tolerantiam
ton	thon	tonno	atún	atum	thunnum
ton	ton	tono	tono	tom	tonum
tunsură	tonsure	tonsura	tonsura	tonsura	tōnsūram
topaz	topaze	topazio	topacio	topázio	topaziōn
torace	thorax	torace	tórax	tórax	thōrācem
torent	torrent	torrente	torrente	torrente	torrentem
torid	torride	torrido	tórrido	tórrido	torridum
tortuos	tortueux	tortuoso	tortuoso	tortuoso	tortuōsum
tortuozitate	tortuosité	tortuosità	tortuosidad	tortuosidade	tortuōsitātem
tortură	torture	torturare	tortura	tortura	tortūram
toxic	toxique	tossico	tóxico	tóxico	toxicum
tracțiune	traction	trazione	tracción	tração	tractiōnem
tradiție	tradition	tradizione	tradición	tradição	trāditiōnem
traduce	traduire	tradurre	traducir	traduzir	trādūcere
trage	traire	trarre	traer	trazer	trahēre
tragedie	tragédie	tragedia	tragedia	tragédia	tragoediam
tragic	tragique	tragico	trágico	trágico	tragicum
tragicomedie	tragicomédie	tragicommedia	tragicomédia	tragicomédia	tragicōmoediam
transcrie	transcrire	trascrivere	transcribir	transcrever	trānscrībēre
transcripție	transcription	trascrizione	transcripción	transcrição	transcriptiōnem
transfigura	transfigurer	trasfigurare	transfigurar	transfigurar	trānsfigūrāre
transforma	transformer	trasformare	transformar	transformar	trānsfōrmāre
transfuziune	transfusion	trasfusione	transfusión	transfusão	transfūsiōnem
transgresiune	transgression	trasgressione	transgresión	transgressão	transgressiōnem
transgresor	transgresseur	trasgressore	transgresor	transgressor	transgressōrem
translucid	translucide	traslucido	translúcido	translúcido	trānslūcidum
transmarin	transmarin	transmarino	transmarino	transmarino	transmarīnum
transmigrație	transmigration	trasmigrazione	transmigración	transmigração	transmīgrātiōnem
transmigrațiune	transmigration	trasmigrazione	transmigración	transmigração	transmīgrātiōnem
transmisiune	transmission	trasmissione	transmisión	transmissão	transmissiōnem
transmuta	transmuter	trasmutare	transmutar	transmutar	trānsmūtāre
transmutație	transmutation	trasmutazione	transmutación	transmutação	transmūtātiōnem
transpune	transposer	trasporre	transponer	transpor	trānspōnēre
tranzacție	transaction	transazione	transacción	transação	transactiōnem
tranziție	transition	transizione	transición	transição	transitiōnem
trapez	trapèze	trapezio	trapecio	trapézio	trapezium
trata	traiter	trattare	tratar	tratar	tractare
traumatic	traumatique	traumatico	traumático	traumático	traumaticum
trei	trois	tre	tres	tres	trēs
trepan	trépan	trapano	trépano	trépano	trepanum
triadă	triade	triade	tríada	tríade	triadem
trib	tribu	tribù	tribu	tribo	tribum
tribulație	tribulation	tribolazione	tribulación	tribulação	trībulātiōnem
tribun	tribun	tribuno	tribuna	tribuna	tribūnum
tribună	tribune	tribuna	tribuna	tribuna	tribūnam
tribunal	tribunal	tribunale	tribunal	tribunal	tribūnalem
tricolor	tricolore	tricolore	tricolor	tricolor	tricolorem
tricorn	tricorne	tricorno	tricornio	tricorn	tricornem
trident	trident	tridente	tridente	tridente	tridentem
trimestru	trimestre	trimestre	trimestre	trimestre	trimestrem
triremă	trirème	trireme	trirreme	trirreme	trirēmem
trist	triste	triste	triste	triste	trīstem
tristeță	tristesse	tristezza	tristeza	tristeza	trīstitiam
triumfa	triompher	trionfare	triunfar	triunfar	triumphāre
triumfal	triomphal	trionfale	triunfal	triunfal	triumphālem
triunghi	triangle	triangolo	triángulo	triângulo	triangulum
tropic	tropique	tropico	trópico	trópico	tropicum
trufă	triomphe	tionfo	triunfo	triunfo	triumphum
tub	tub	tubo	tubo	tubo	tubum
tubă	tuba	tuba	tuba	tuba	tubam
tumoare	tumeur	tumore	tumor	tumor	tumōrem
tumul	tumulus	tumulo	túmulo	túmulo	tumulum
tumult	tumulte	tumulto	tumulto	tumulto	tumultum
tuna	tonner	tuonare	tronar	troar	tonāre
tunică	tunique	túnica	túnica	túnica	tunicam
turba	tourber	turbare	turbar	turvar	turbāre
turbid	turbide	torbido	turbido	túrbido	turbidum
turbină	turbine	turbine	turbina	turbina	turbinem
turbulent	turbulent	turbolento	turbulento	turbulento	turbulentum
turbulență	turbulence	turbolenza	turbulencia	turbulência	turbulentiam
turna	tourner	tornare	tornar	tornar	tornāre
tuse	toux	tosse	tos	tosse	tussem
tutelă	tutelle	tutela	tutela	tutela	tūtēlam
ulcerație	ulcération	ulcerazione	ulceración	ulceração	ulcerātiōnem
ultim	ultime	ultimo	último	último	ultimum
uman	humain	umano	humano	humano	hūmānum
umanitate	humanité	umanità	humanidad	humanidade	hūmānitātem
umăr	humérus	omero	hombro	ombro	humerum
umbelă	ombelle	umbella	umbela	umbela	umbellam
umfla	enfler	enfiare	hinchar	inchar	īnflāre
umil	humble	umile	humilde	humilde	humilem
umilitate	humilité	umiltà	humildad	humildade	humilitātem
umoare	humeur	umore	humor	humor	hūmōrem
umple	emplir	empiere	henchir	enchar	implēre
unanimitate	unanimité	unanimità	unanimidad	unanimidade	ūnanimitātem
undă	onde	onda	onda	onda	undam
unghi	angulaire	angolo	ángulo	ângulo	angulum
unghie	ongle	unghia	uña	unha	ungulam
unicorn	unicorne	unicorno	unicornio	unicórnio	ūnicornem
unifica	unifier	unificare	unificar	unificar	ūnificāre
uniformitate	uniformité	uniformità	uniformidad	uniformidade	ūnifōrmitātem
unitate	unité	unità	unidad	unidade	ūnitātem
uniune	union	unione	unión	união	ūniōnem
univers	univers	universo	universo	universo	ūniversum
universal	universel	universale	universal	universal	ūniversālem
universalitate	universalité	universalità	universalidad	universalidade	ūniversālitātem
universitate	université	università	universidad	universidade	ūniversitātem
urban	urbain	urbano	urbano	urbano	urbānum
urbanitate	urbanité	urbanità	urbanidad	urbanidade	urbānitātem
urcior	orçuel	orciuolo	orzuela	torçol	hordeolum
urgent	urgent	urgente	urgente	urgente	urgentem
urnă	urne	urna	urna	urna	urnam
urzi	ourdir	ordire	urdir	urdir	ōrdīre
urzică	ortie	ortica	ortiga	ortiga	urtīcam
lejer	léger	leggero	ligero	ligeiro	leviārium
uter	utéro	utero	útero	útero	uterum
uterin	utérin	uterino	uterino	uterino	uterīnum
util	utile	utile	útil	útil	ūtilem
utilitate	utilité	utilità	utilidad	utilidade	ūtilitātem
uvulă	uvule	ugola	úvula	úvula	ūvulam
uzucapiune	usucapion	usucapione	usucapión	usucapião	ūsūcapiōnem
uzufructuar	usufructuaire	usufruttuario	usufructuario	usufrutuário	ūsūfructuārium
uzurpa	usurper	usurpare	usurpar	usurpar	ūsūrpāre
uzurpator	usurpateur	usurpatore	usurpador	usurpador	ūsurpātōrem
vacă	vache	vacca	vaca	vaca	vaccam
văcar	vacher	vaccajo	vaquero	vaqueiro	vaccārium
vacuolă	vacuole	vacuolo	vacuola	vacúolo	vacuum
vad	gué	guado	vado	vau	vadum
văduv	veuf	vedovo	viudo	viuvo	viduum
vale	vallée	valle	valle	valle	vallem
valid	valide	valido	válido	válido	validum
valoare	valeur	valore	valor	valor	valōrem
valvulă	valvule	valvola	válvula	válvula	valvam
vinde	vendre	vendere	vender	vender	vēndēre
vanilie	vanille	vaniglia	vainilla	baunilha	vāgīnam
vanitate	vanite	vanità	vanidad	vaidade	vānitātem
vapori	vapeur	vapore	vapor	vapor	vapōrem
vaporos	vaporeux	vaporoso	vaporoso	vaporoso	vapōrōsum
variabil	variable	variabile	variable	variável	variābilem
variație	variation	variazione	variación	variação	variātiōnem
varia	varier	variare	variar	variar	variāre
variolă	variole	vaiolo	viruela	varíola	variolam
vărsare	versement	versare	derrame	vessar	versāre
vas	vase	vaso	vaso	vaso	vās
vaticina	vaticiner	vaticinare	vaticinar	vaticinar	vāticinārī
vechi	vieux	vecchio	viejo	vehlo	veclum
vecin	voisin	vicino	vecino	vezinho	vaccīnum
vectoare	vecteur	vettore	vector	vetor	vectōrem
vegeta	végéter	vegetare	vegetar	vegetar	vegetāre
vegetație	végétation	vegetazione	vegetación	vegetação	vegetātiōnem
vehemență	véhémence	veemenza	vehemencia	veemência	vehementia
vehicul	véhicule	veicolo	vehículo	veículo	vehiculum
velocitate	vélocité	velocità	velocidad	velocidade	vēlōcitātem
venă	veine	vena	vena	veia	vēnam
venal	vénal	venale	venal	venal	vēnālem
venalitate	vénalité	venalità	venalidad	venalidade	vēnālitātem
venerabil	vénérable	venerabile	venerable	venerável	venerābilem
veni	venir	venire	venir	vir	venīre
venial	véniel	veniale	venial	venial	veniālem
venin	venin	veleno	veneno	veneno	venēnum
venos	veineux	venoso	venoso	venoso	vēnōsum
ventila	ventiler	ventilare	ventilar	ventilar	ventilāre
ventral	ventral	ventrale	ventral	ventral	ventrālem
ventricul	ventricule	ventricolo	ventrículo	ventrículo	ventriculum
ventriloc	ventriloque	ventriloquo	ventrílocuo	ventríloquo	ventriloquum
verb	verbe	verbo	verbo	verbo	verbum
verbină	verveine	verbena	verbena	verbena	verbēnam
vers	vers	verso	verso	verso	versum
versificațiune	versification	versificazione	versificación	versificação	versificātiōnem
versiune	version	versione	versión	versão	versiōnem
vertebră	vertèbre	vértebra	vértebra	vértebra	vertebram
vertebrat	vertébré	vertebrato	vertebrado	vertebrado	vertebrātum
verucă	verrue	verruca	verruga	verruga	verrūcam
vestală	vestale	vestale	vestal	vestal	vestālem
vestibul	vestibule	vestibolo	vestíbulo	vestíbulo	vestibulum
vestigiu	vestige	vestigio	vestigio	vestígio	vestīgium
veteran	vétéran	veterano	veterano	veterano	veterānum
vezică	vessie	vescica	vejiga	bexiga	vēsīcam
veziculă	vésicule	vescicola	vesícula	vesícula	vēsīculam
via	via	via	vía	via	viam
vibra	vibrer	vibrare	vibrar	vibrar	vibrare
vicar	vicaire	vicario	vicario	vigário	vicārium
vicinal	vicinal	vicinale	vecinal	vicinal	vīcīnālem
vicios	vicieux	vitioso	vicioso	vicioso	vitiōsum
viciu	vice	vizio	vicio	vício	vitium
victimă	victime	vittima	víctima	vítima	victimam
victoria	victoire	vittoria	victoria	vitória	victōriam
victorios	victorieux	vittorioso	victorioso	vitorioso	victōriōsum
vedea	voir	vedere	ver	ver	vīdēre
viespe	guêpe	vespa	avispa	bespa	vespam
vigil	vigile	vigile	vigilia	vígil	vigilem
vigilență	vigilance	vigilanza	vigilancia	vigilância	vigilantiam
viu	vif	vivo	vivo	vivo	vīvum
vie	vigne	vigna	viña	vinha	vīneam
vilă	ville	villa	villa	vila	vīllam
vil	vile	vile	vil	vil	vīlem
vindeca	venger	vendicare	vengar	vingar	vindicāre
vin	vin	vino	vino	vinho	vīnum
violent	violent	violento	violento	violento	violentum
violență	violence	violenza	violencia	violência	violentiam
virginal	virginal	virginale	virginal	virginal	virginālem
virginitate	virginité	verginità	virginidad	virgindade	virginitātem
virilitate	virilité	virilità	virilidad	virilidade	virīlitātem
virtuos	verteux	virtuoso	virtuoso	virtuoso	virtuōsum
virtute	vertu	virtù	virtud	virtude	virtūtem
virulent	virulent	virulento	virulento	virulento	vīrulentum
virulență	virulence	virulenza	virulencia	virulência	vīrulentiam
virus	virus	virus	virus	vírus	vīrus
vîscos	visqueux	viscoso	viscoso	viscoso	viscōsum
vită	vie	vita	vida	vida	vītam
vital	vital	vitale	vital	vital	vītālem
vitalitate	vitalité	vitalità	vitalidad	vitalidade	vītālitātem
vitrifica	vitrifier	vitrificare	vitrificar	vitrificar	vitrificāre
vituperare	vitupérer	vituperare	vituperare	vituperare	vituperāre
vivacitate	vivacité	vivacità	vivacidad	vivacidade	vīvācitātem
vizibil	visible	visibile	visible	visível	vīsibilem
vizită	visiter	visitare	visitar	visitar	vīsitāre
viziune	vision	visione	visión	visão	vīsiōnem
vizual	visuel	visuale	visual	visual	vīsuālem
voastră	votre	vostro	vuestro	vosso	vestrum
vocabulă	vocable	vocabolo	vocablo	vocábulo	vocābulum
vocabular	vocabulaire	vocabolario	vocabulario	vocabulário	vocābulārium
vocală	vocal	vocale	vocal	vogal	vōcālem
vocație	vocation	vocazione	vocación	vocação	vocātiōnem
vocativ	vocatif	vocativo	vocativo	vocativo	vocātīvum
voce	voix	voce	voz	voz	vōcem
volant	volant	volano	volante	volante	volāre
volubilitate	volubilité	volubilità	volubilidad	volubilidade	volūbilitātem
volum	volume	volume	volumen	volume	volūmen
voluntar	volontaire	volontario	voluntario	voluntário	voluntārium
voluptos	voluptueux	voluttuoso	voluptuoso	voluptuoso	voluptuōsum
volută	volute	voluta	voluta	voluta	volūtum
vomer	vomer	vomere	vómer	vômer	vomēre
vorace	vorace	vorace	voraz	voraz	vorācem
voracitate	voracité	voracità	voracidad	voracidade	vorācitātem
vulgar	vulgaire	volgare	vulgar	vulgar	vulgārem
vulgaritate	vulgarité	volgarità	vulgaridad	vulgaridade	vulgāritātem
vulnerabil	vulnérable	vulnerabile	vulnerable	vulnerável	vulnerābilem
vultur	vautour	avvoltoio	buitre	abutre	vulturem
vulvă	vulve	vulva	vulva	vulva	vulvam
zăcea	gésir	giacere	yacer	jazer	iacere
zece	dix	dieci	diez	dez	decem
zel	zele	zelo	celo	zelo	zēlum
zice	dire	dire	decir	dizer	dīcēre
